"kpi_result_id","municipality_id","kpi_id","month_start_date","current_value","target","threshold","state"
"KR-M020-KPI-VDQ-01-202511","M020","KPI-VDQ-01","2025-11-01","0.8333","0.85","0.75","approaching"
"KR-M020-KPI-SRC-02-202511","M020","KPI-SRC-02","2025-11-01","0.9474","0.9","0.85","meeting"
"KR-M020-KPI-PIT-03-202511","M020","KPI-PIT-03","2025-11-01","5.4","5","7","approaching"
"KR-M020-KPI-USC-04-202511","M020","KPI-USC-04","2025-11-01","0.944","0.95","0.93","approaching"
"KR-M020-KPI-ERR-05-202511","M020","KPI-ERR-05","2025-11-01","0.82","0.8","0.75","meeting"
"KR-M020-KPI-CSI-06-202511","M020","KPI-CSI-06","2025-11-01","0.764","0.75","0.7","meeting"
"KR-M020-KPI-VDQ-01-202512","M020","KPI-VDQ-01","2025-12-01","0.8333","0.85","0.75","approaching"
"KR-M020-KPI-SRC-02-202512","M020","KPI-SRC-02","2025-12-01","0.9479","0.9","0.85","meeting"
"KR-M020-KPI-PIT-03-202512","M020","KPI-PIT-03","2025-12-01","5.4","5","7","approaching"
"KR-M020-KPI-USC-04-202512","M020","KPI-USC-04","2025-12-01","0.944","0.95","0.93","approaching"
"KR-M020-KPI-ERR-05-202512","M020","KPI-ERR-05","2025-12-01","0.82","0.8","0.75","meeting"
"KR-M020-KPI-CSI-06-202512","M020","KPI-CSI-06","2025-12-01","0.764","0.75","0.7","meeting"
"KR-M020-KPI-VDQ-01-202601","M020","KPI-VDQ-01","2026-01-01","0.8333","0.85","0.75","approaching"
"KR-M020-KPI-SRC-02-202601","M020","KPI-SRC-02","2026-01-01","0.9412","0.9","0.85","meeting"
"KR-M020-KPI-PIT-03-202601","M020","KPI-PIT-03","2026-01-01","5.4","5","7","approaching"
"KR-M020-KPI-USC-04-202601","M020","KPI-USC-04","2026-01-01","0.944","0.95","0.93","approaching"
"KR-M020-KPI-ERR-05-202601","M020","KPI-ERR-05","2026-01-01","0.82","0.8","0.75","meeting"
"KR-M020-KPI-CSI-06-202601","M020","KPI-CSI-06","2026-01-01","0.764","0.75","0.7","meeting"
"KR-M020-KPI-VDQ-01-202602","M020","KPI-VDQ-01","2026-02-01","0.8333","0.85","0.75","approaching"
"KR-M020-KPI-SRC-02-202602","M020","KPI-SRC-02","2026-02-01","0.9419","0.9","0.85","meeting"
"KR-M020-KPI-PIT-03-202602","M020","KPI-PIT-03","2026-02-01","5.4","5","7","approaching"
"KR-M020-KPI-USC-04-202602","M020","KPI-USC-04","2026-02-01","0.944","0.95","0.93","approaching"
"KR-M020-KPI-ERR-05-202602","M020","KPI-ERR-05","2026-02-01","0.82","0.8","0.75","meeting"
"KR-M020-KPI-CSI-06-202602","M020","KPI-CSI-06","2026-02-01","0.764","0.75","0.7","meeting"
"KR-M020-KPI-VDQ-01-202603","M020","KPI-VDQ-01","2026-03-01","0.8333","0.85","0.75","approaching"
"KR-M020-KPI-SRC-02-202603","M020","KPI-SRC-02","2026-03-01","0.9425","0.9","0.85","meeting"
"KR-M020-KPI-PIT-03-202603","M020","KPI-PIT-03","2026-03-01","5.4","5","7","approaching"
"KR-M020-KPI-USC-04-202603","M020","KPI-USC-04","2026-03-01","0.944","0.95","0.93","approaching"
"KR-M020-KPI-ERR-05-202603","M020","KPI-ERR-05","2026-03-01","0.82","0.8","0.75","meeting"
"KR-M020-KPI-CSI-06-202603","M020","KPI-CSI-06","2026-03-01","0.764","0.75","0.7","meeting"
"KR-M020-KPI-VDQ-01-202604","M020","KPI-VDQ-01","2026-04-01","0.8333","0.85","0.75","approaching"
"KR-M020-KPI-SRC-02-202604","M020","KPI-SRC-02","2026-04-01","0.9432","0.9","0.85","meeting"
"KR-M020-KPI-PIT-03-202604","M020","KPI-PIT-03","2026-04-01","5.4","5","7","approaching"
"KR-M020-KPI-USC-04-202604","M020","KPI-USC-04","2026-04-01","0.944","0.95","0.93","approaching"
"KR-M020-KPI-ERR-05-202604","M020","KPI-ERR-05","2026-04-01","0.82","0.8","0.75","meeting"
"KR-M020-KPI-CSI-06-202604","M020","KPI-CSI-06","2026-04-01","0.764","0.75","0.7","meeting"
"KR-M020-KPI-VDQ-01-202605","M020","KPI-VDQ-01","2026-05-01","0.8333","0.85","0.75","approaching"
"KR-M020-KPI-SRC-02-202605","M020","KPI-SRC-02","2026-05-01","0.9438","0.9","0.85","meeting"
"KR-M020-KPI-PIT-03-202605","M020","KPI-PIT-03","2026-05-01","5.4","5","7","approaching"
"KR-M020-KPI-USC-04-202605","M020","KPI-USC-04","2026-05-01","0.944","0.95","0.93","approaching"
"KR-M020-KPI-ERR-05-202605","M020","KPI-ERR-05","2026-05-01","0.82","0.8","0.75","meeting"
"KR-M020-KPI-CSI-06-202605","M020","KPI-CSI-06","2026-05-01","0.764","0.75","0.7","meeting"
"KR-M020-KPI-VDQ-01-202606","M020","KPI-VDQ-01","2026-06-01","0.8333","0.85","0.75","approaching"
"KR-M020-KPI-SRC-02-202606","M020","KPI-SRC-02","2026-06-01","0.9444","0.9","0.85","meeting"
"KR-M020-KPI-PIT-03-202606","M020","KPI-PIT-03","2026-06-01","5.4","5","7","approaching"
"KR-M020-KPI-USC-04-202606","M020","KPI-USC-04","2026-06-01","0.944","0.95","0.93","approaching"
"KR-M020-KPI-ERR-05-202606","M020","KPI-ERR-05","2026-06-01","0.82","0.8","0.75","meeting"
"KR-M020-KPI-CSI-06-202606","M020","KPI-CSI-06","2026-06-01","0.764","0.75","0.7","meeting"
"KR-M021-KPI-VDQ-01-202501","M021","KPI-VDQ-01","2025-01-01","0.8462","0.85","0.75","approaching"
"KR-M021-KPI-SRC-02-202501","M021","KPI-SRC-02","2025-01-01","0.9432","0.9","0.85","meeting"
"KR-M021-KPI-PIT-03-202501","M021","KPI-PIT-03","2025-01-01","5.7","5","7","approaching"
"KR-M021-KPI-USC-04-202501","M021","KPI-USC-04","2025-01-01","0.95","0.95","0.93","meeting"
"KR-M021-KPI-ERR-05-202501","M021","KPI-ERR-05","2025-01-01","0.816","0.8","0.75","meeting"
"KR-M021-KPI-CSI-06-202501","M021","KPI-CSI-06","2025-01-01","0.761","0.75","0.7","meeting"
"KR-M021-KPI-VDQ-01-202502","M021","KPI-VDQ-01","2025-02-01","0.8462","0.85","0.75","approaching"
"KR-M021-KPI-SRC-02-202502","M021","KPI-SRC-02","2025-02-01","0.9438","0.9","0.85","meeting"
"KR-M021-KPI-PIT-03-202502","M021","KPI-PIT-03","2025-02-01","5.7","5","7","approaching"
"KR-M021-KPI-USC-04-202502","M021","KPI-USC-04","2025-02-01","0.95","0.95","0.93","meeting"
"KR-M021-KPI-ERR-05-202502","M021","KPI-ERR-05","2025-02-01","0.816","0.8","0.75","meeting"
"KR-M021-KPI-CSI-06-202502","M021","KPI-CSI-06","2025-02-01","0.761","0.75","0.7","meeting"
"KR-M021-KPI-VDQ-01-202503","M021","KPI-VDQ-01","2025-03-01","0.8462","0.85","0.75","approaching"
"KR-M021-KPI-SRC-02-202503","M021","KPI-SRC-02","2025-03-01","0.9444","0.9","0.85","meeting"
"KR-M021-KPI-PIT-03-202503","M021","KPI-PIT-03","2025-03-01","5.7","5","7","approaching"
"KR-M021-KPI-USC-04-202503","M021","KPI-USC-04","2025-03-01","0.95","0.95","0.93","meeting"
"KR-M021-KPI-ERR-05-202503","M021","KPI-ERR-05","2025-03-01","0.816","0.8","0.75","meeting"
"KR-M021-KPI-CSI-06-202503","M021","KPI-CSI-06","2025-03-01","0.761","0.75","0.7","meeting"
"KR-M021-KPI-VDQ-01-202504","M021","KPI-VDQ-01","2025-04-01","0.8462","0.85","0.75","approaching"
"KR-M021-KPI-SRC-02-202504","M021","KPI-SRC-02","2025-04-01","0.9451","0.9","0.85","meeting"
"KR-M021-KPI-PIT-03-202504","M021","KPI-PIT-03","2025-04-01","5.7","5","7","approaching"
"KR-M021-KPI-USC-04-202504","M021","KPI-USC-04","2025-04-01","0.95","0.95","0.93","meeting"
"KR-M021-KPI-ERR-05-202504","M021","KPI-ERR-05","2025-04-01","0.816","0.8","0.75","meeting"
"KR-M021-KPI-CSI-06-202504","M021","KPI-CSI-06","2025-04-01","0.761","0.75","0.7","meeting"
"KR-M021-KPI-VDQ-01-202505","M021","KPI-VDQ-01","2025-05-01","0.8462","0.85","0.75","approaching"
"KR-M021-KPI-SRC-02-202505","M021","KPI-SRC-02","2025-05-01","0.9457","0.9","0.85","meeting"
"KR-M021-KPI-PIT-03-202505","M021","KPI-PIT-03","2025-05-01","5.7","5","7","approaching"
"KR-M021-KPI-USC-04-202505","M021","KPI-USC-04","2025-05-01","0.95","0.95","0.93","meeting"
"KR-M021-KPI-ERR-05-202505","M021","KPI-ERR-05","2025-05-01","0.816","0.8","0.75","meeting"
"KR-M021-KPI-CSI-06-202505","M021","KPI-CSI-06","2025-05-01","0.761","0.75","0.7","meeting"
"KR-M021-KPI-VDQ-01-202506","M021","KPI-VDQ-01","2025-06-01","0.8462","0.85","0.75","approaching"
"KR-M021-KPI-SRC-02-202506","M021","KPI-SRC-02","2025-06-01","0.9462","0.9","0.85","meeting"
"KR-M021-KPI-PIT-03-202506","M021","KPI-PIT-03","2025-06-01","5.7","5","7","approaching"
"KR-M021-KPI-USC-04-202506","M021","KPI-USC-04","2025-06-01","0.95","0.95","0.93","meeting"
"KR-M021-KPI-ERR-05-202506","M021","KPI-ERR-05","2025-06-01","0.816","0.8","0.75","meeting"
"KR-M021-KPI-CSI-06-202506","M021","KPI-CSI-06","2025-06-01","0.761","0.75","0.7","meeting"
"KR-M021-KPI-VDQ-01-202507","M021","KPI-VDQ-01","2025-07-01","0.8462","0.85","0.75","approaching"
"KR-M021-KPI-SRC-02-202507","M021","KPI-SRC-02","2025-07-01","0.9468","0.9","0.85","meeting"
"KR-M021-KPI-PIT-03-202507","M021","KPI-PIT-03","2025-07-01","5.7","5","7","approaching"
"KR-M021-KPI-USC-04-202507","M021","KPI-USC-04","2025-07-01","0.95","0.95","0.93","meeting"
"KR-M021-KPI-ERR-05-202507","M021","KPI-ERR-05","2025-07-01","0.816","0.8","0.75","meeting"
"KR-M021-KPI-CSI-06-202507","M021","KPI-CSI-06","2025-07-01","0.761","0.75","0.7","meeting"
"KR-M021-KPI-VDQ-01-202508","M021","KPI-VDQ-01","2025-08-01","0.8462","0.85","0.75","approaching"
"KR-M021-KPI-SRC-02-202508","M021","KPI-SRC-02","2025-08-01","0.9474","0.9","0.85","meeting"
"KR-M021-KPI-PIT-03-202508","M021","KPI-PIT-03","2025-08-01","5.7","5","7","approaching"
"KR-M021-KPI-USC-04-202508","M021","KPI-USC-04","2025-08-01","0.95","0.95","0.93","meeting"
"KR-M021-KPI-ERR-05-202508","M021","KPI-ERR-05","2025-08-01","0.816","0.8","0.75","meeting"
"KR-M021-KPI-CSI-06-202508","M021","KPI-CSI-06","2025-08-01","0.761","0.75","0.7","meeting"
"KR-M021-KPI-VDQ-01-202509","M021","KPI-VDQ-01","2025-09-01","0.8462","0.85","0.75","approaching"
"KR-M021-KPI-SRC-02-202509","M021","KPI-SRC-02","2025-09-01","0.9479","0.9","0.85","meeting"
"KR-M021-KPI-PIT-03-202509","M021","KPI-PIT-03","2025-09-01","5.7","5","7","approaching"
"KR-M021-KPI-USC-04-202509","M021","KPI-USC-04","2025-09-01","0.95","0.95","0.93","meeting"
"KR-M021-KPI-ERR-05-202509","M021","KPI-ERR-05","2025-09-01","0.816","0.8","0.75","meeting"
"KR-M021-KPI-CSI-06-202509","M021","KPI-CSI-06","2025-09-01","0.761","0.75","0.7","meeting"
"KR-M021-KPI-VDQ-01-202510","M021","KPI-VDQ-01","2025-10-01","0.8462","0.85","0.75","approaching"
"KR-M021-KPI-SRC-02-202510","M021","KPI-SRC-02","2025-10-01","0.9485","0.9","0.85","meeting"
"KR-M021-KPI-PIT-03-202510","M021","KPI-PIT-03","2025-10-01","5.7","5","7","approaching"
"KR-M021-KPI-USC-04-202510","M021","KPI-USC-04","2025-10-01","0.95","0.95","0.93","meeting"
"KR-M021-KPI-ERR-05-202510","M021","KPI-ERR-05","2025-10-01","0.816","0.8","0.75","meeting"
"KR-M021-KPI-CSI-06-202510","M021","KPI-CSI-06","2025-10-01","0.761","0.75","0.7","meeting"
"KR-M021-KPI-VDQ-01-202511","M021","KPI-VDQ-01","2025-11-01","0.8462","0.85","0.75","approaching"
"KR-M021-KPI-SRC-02-202511","M021","KPI-SRC-02","2025-11-01","0.949","0.9","0.85","meeting"
"KR-M021-KPI-PIT-03-202511","M021","KPI-PIT-03","2025-11-01","5.7","5","7","approaching"
"KR-M021-KPI-USC-04-202511","M021","KPI-USC-04","2025-11-01","0.95","0.95","0.93","meeting"
"KR-M021-KPI-ERR-05-202511","M021","KPI-ERR-05","2025-11-01","0.816","0.8","0.75","meeting"
"KR-M021-KPI-CSI-06-202511","M021","KPI-CSI-06","2025-11-01","0.761","0.75","0.7","meeting"
"KR-M021-KPI-VDQ-01-202512","M021","KPI-VDQ-01","2025-12-01","0.8462","0.85","0.75","approaching"
"KR-M021-KPI-SRC-02-202512","M021","KPI-SRC-02","2025-12-01","0.9495","0.9","0.85","meeting"
"KR-M021-KPI-PIT-03-202512","M021","KPI-PIT-03","2025-12-01","5.7","5","7","approaching"
"KR-M021-KPI-USC-04-202512","M021","KPI-USC-04","2025-12-01","0.95","0.95","0.93","meeting"
"KR-M021-KPI-ERR-05-202512","M021","KPI-ERR-05","2025-12-01","0.816","0.8","0.75","meeting"
"KR-M021-KPI-CSI-06-202512","M021","KPI-CSI-06","2025-12-01","0.761","0.75","0.7","meeting"
"KR-M021-KPI-VDQ-01-202601","M021","KPI-VDQ-01","2026-01-01","0.8462","0.85","0.75","approaching"
"KR-M021-KPI-SRC-02-202601","M021","KPI-SRC-02","2026-01-01","0.9432","0.9","0.85","meeting"
"KR-M021-KPI-PIT-03-202601","M021","KPI-PIT-03","2026-01-01","5.7","5","7","approaching"
"KR-M021-KPI-USC-04-202601","M021","KPI-USC-04","2026-01-01","0.95","0.95","0.93","meeting"
"KR-M021-KPI-ERR-05-202601","M021","KPI-ERR-05","2026-01-01","0.816","0.8","0.75","meeting"
"KR-M021-KPI-CSI-06-202601","M021","KPI-CSI-06","2026-01-01","0.761","0.75","0.7","meeting"
"KR-M021-KPI-VDQ-01-202602","M021","KPI-VDQ-01","2026-02-01","0.8462","0.85","0.75","approaching"
"KR-M021-KPI-SRC-02-202602","M021","KPI-SRC-02","2026-02-01","0.9438","0.9","0.85","meeting"
"KR-M021-KPI-PIT-03-202602","M021","KPI-PIT-03","2026-02-01","5.7","5","7","approaching"
"KR-M021-KPI-USC-04-202602","M021","KPI-USC-04","2026-02-01","0.95","0.95","0.93","meeting"
"KR-M021-KPI-ERR-05-202602","M021","KPI-ERR-05","2026-02-01","0.816","0.8","0.75","meeting"
"KR-M021-KPI-CSI-06-202602","M021","KPI-CSI-06","2026-02-01","0.761","0.75","0.7","meeting"
"KR-M021-KPI-VDQ-01-202603","M021","KPI-VDQ-01","2026-03-01","0.8462","0.85","0.75","approaching"
"KR-M021-KPI-SRC-02-202603","M021","KPI-SRC-02","2026-03-01","0.9444","0.9","0.85","meeting"
"KR-M021-KPI-PIT-03-202603","M021","KPI-PIT-03","2026-03-01","5.7","5","7","approaching"
"KR-M021-KPI-USC-04-202603","M021","KPI-USC-04","2026-03-01","0.95","0.95","0.93","meeting"
"KR-M021-KPI-ERR-05-202603","M021","KPI-ERR-05","2026-03-01","0.816","0.8","0.75","meeting"
"KR-M021-KPI-CSI-06-202603","M021","KPI-CSI-06","2026-03-01","0.761","0.75","0.7","meeting"
"KR-M021-KPI-VDQ-01-202604","M021","KPI-VDQ-01","2026-04-01","0.8462","0.85","0.75","approaching"
"KR-M021-KPI-SRC-02-202604","M021","KPI-SRC-02","2026-04-01","0.9451","0.9","0.85","meeting"
"KR-M021-KPI-PIT-03-202604","M021","KPI-PIT-03","2026-04-01","5.7","5","7","approaching"
"KR-M021-KPI-USC-04-202604","M021","KPI-USC-04","2026-04-01","0.95","0.95","0.93","meeting"
"KR-M021-KPI-ERR-05-202604","M021","KPI-ERR-05","2026-04-01","0.816","0.8","0.75","meeting"
"KR-M021-KPI-CSI-06-202604","M021","KPI-CSI-06","2026-04-01","0.761","0.75","0.7","meeting"
"KR-M021-KPI-VDQ-01-202605","M021","KPI-VDQ-01","2026-05-01","0.8462","0.85","0.75","approaching"
"KR-M021-KPI-SRC-02-202605","M021","KPI-SRC-02","2026-05-01","0.9457","0.9","0.85","meeting"
"KR-M021-KPI-PIT-03-202605","M021","KPI-PIT-03","2026-05-01","5.7","5","7","approaching"
"KR-M021-KPI-USC-04-202605","M021","KPI-USC-04","2026-05-01","0.95","0.95","0.93","meeting"
"KR-M021-KPI-ERR-05-202605","M021","KPI-ERR-05","2026-05-01","0.816","0.8","0.75","meeting"
"KR-M021-KPI-CSI-06-202605","M021","KPI-CSI-06","2026-05-01","0.761","0.75","0.7","meeting"
"KR-M021-KPI-VDQ-01-202606","M021","KPI-VDQ-01","2026-06-01","0.8462","0.85","0.75","approaching"
"KR-M021-KPI-SRC-02-202606","M021","KPI-SRC-02","2026-06-01","0.9462","0.9","0.85","meeting"
"KR-M021-KPI-PIT-03-202606","M021","KPI-PIT-03","2026-06-01","5.7","5","7","approaching"
"KR-M021-KPI-USC-04-202606","M021","KPI-USC-04","2026-06-01","0.95","0.95","0.93","meeting"
"KR-M021-KPI-ERR-05-202606","M021","KPI-ERR-05","2026-06-01","0.816","0.8","0.75","meeting"
"KR-M021-KPI-CSI-06-202606","M021","KPI-CSI-06","2026-06-01","0.761","0.75","0.7","meeting"
"KR-M022-KPI-VDQ-01-202501","M022","KPI-VDQ-01","2025-01-01","0.8571","0.85","0.75","meeting"
"KR-M022-KPI-SRC-02-202501","M022","KPI-SRC-02","2025-01-01","0.9432","0.9","0.85","meeting"
"KR-M022-KPI-PIT-03-202501","M022","KPI-PIT-03","2025-01-01","6","5","7","approaching"
"KR-M022-KPI-USC-04-202501","M022","KPI-USC-04","2025-01-01","0.947","0.95","0.93","approaching"
"KR-M022-KPI-ERR-05-202501","M022","KPI-ERR-05","2025-01-01","0.812","0.8","0.75","meeting"
"KR-M022-KPI-CSI-06-202501","M022","KPI-CSI-06","2025-01-01","0.758","0.75","0.7","meeting"
"KR-M022-KPI-VDQ-01-202502","M022","KPI-VDQ-01","2025-02-01","0.8571","0.85","0.75","meeting"
"KR-M022-KPI-SRC-02-202502","M022","KPI-SRC-02","2025-02-01","0.9438","0.9","0.85","meeting"
"KR-M022-KPI-PIT-03-202502","M022","KPI-PIT-03","2025-02-01","6","5","7","approaching"
"KR-M022-KPI-USC-04-202502","M022","KPI-USC-04","2025-02-01","0.947","0.95","0.93","approaching"
"KR-M022-KPI-ERR-05-202502","M022","KPI-ERR-05","2025-02-01","0.812","0.8","0.75","meeting"
"KR-M022-KPI-CSI-06-202502","M022","KPI-CSI-06","2025-02-01","0.758","0.75","0.7","meeting"
"KR-M022-KPI-VDQ-01-202503","M022","KPI-VDQ-01","2025-03-01","0.8571","0.85","0.75","meeting"
"KR-M022-KPI-SRC-02-202503","M022","KPI-SRC-02","2025-03-01","0.9444","0.9","0.85","meeting"
"KR-M022-KPI-PIT-03-202503","M022","KPI-PIT-03","2025-03-01","6","5","7","approaching"
"KR-M022-KPI-USC-04-202503","M022","KPI-USC-04","2025-03-01","0.947","0.95","0.93","approaching"
"KR-M022-KPI-ERR-05-202503","M022","KPI-ERR-05","2025-03-01","0.812","0.8","0.75","meeting"
"KR-M022-KPI-CSI-06-202503","M022","KPI-CSI-06","2025-03-01","0.758","0.75","0.7","meeting"
"KR-M022-KPI-VDQ-01-202504","M022","KPI-VDQ-01","2025-04-01","0.8571","0.85","0.75","meeting"
"KR-M022-KPI-SRC-02-202504","M022","KPI-SRC-02","2025-04-01","0.9451","0.9","0.85","meeting"
"KR-M022-KPI-PIT-03-202504","M022","KPI-PIT-03","2025-04-01","6","5","7","approaching"
"KR-M022-KPI-USC-04-202504","M022","KPI-USC-04","2025-04-01","0.947","0.95","0.93","approaching"
"KR-M022-KPI-ERR-05-202504","M022","KPI-ERR-05","2025-04-01","0.812","0.8","0.75","meeting"
"KR-M022-KPI-CSI-06-202504","M022","KPI-CSI-06","2025-04-01","0.758","0.75","0.7","meeting"
"KR-M022-KPI-VDQ-01-202505","M022","KPI-VDQ-01","2025-05-01","0.8571","0.85","0.75","meeting"
"KR-M022-KPI-SRC-02-202505","M022","KPI-SRC-02","2025-05-01","0.9457","0.9","0.85","meeting"
"KR-M022-KPI-PIT-03-202505","M022","KPI-PIT-03","2025-05-01","6","5","7","approaching"
"KR-M022-KPI-USC-04-202505","M022","KPI-USC-04","2025-05-01","0.947","0.95","0.93","approaching"
"KR-M022-KPI-ERR-05-202505","M022","KPI-ERR-05","2025-05-01","0.812","0.8","0.75","meeting"
"KR-M022-KPI-CSI-06-202505","M022","KPI-CSI-06","2025-05-01","0.758","0.75","0.7","meeting"
"KR-M022-KPI-VDQ-01-202506","M022","KPI-VDQ-01","2025-06-01","0.8571","0.85","0.75","meeting"
"KR-M022-KPI-SRC-02-202506","M022","KPI-SRC-02","2025-06-01","0.9462","0.9","0.85","meeting"
"KR-M022-KPI-PIT-03-202506","M022","KPI-PIT-03","2025-06-01","6","5","7","approaching"
"KR-M022-KPI-USC-04-202506","M022","KPI-USC-04","2025-06-01","0.947","0.95","0.93","approaching"
"KR-M022-KPI-ERR-05-202506","M022","KPI-ERR-05","2025-06-01","0.812","0.8","0.75","meeting"
"KR-M022-KPI-CSI-06-202506","M022","KPI-CSI-06","2025-06-01","0.758","0.75","0.7","meeting"
"KR-M022-KPI-VDQ-01-202507","M022","KPI-VDQ-01","2025-07-01","0.8571","0.85","0.75","meeting"
"KR-M022-KPI-SRC-02-202507","M022","KPI-SRC-02","2025-07-01","0.9468","0.9","0.85","meeting"
"KR-M022-KPI-PIT-03-202507","M022","KPI-PIT-03","2025-07-01","6","5","7","approaching"
"KR-M022-KPI-USC-04-202507","M022","KPI-USC-04","2025-07-01","0.947","0.95","0.93","approaching"
"KR-M022-KPI-ERR-05-202507","M022","KPI-ERR-05","2025-07-01","0.812","0.8","0.75","meeting"
"KR-M022-KPI-CSI-06-202507","M022","KPI-CSI-06","2025-07-01","0.758","0.75","0.7","meeting"
"KR-M022-KPI-VDQ-01-202508","M022","KPI-VDQ-01","2025-08-01","0.8571","0.85","0.75","meeting"
"KR-M022-KPI-SRC-02-202508","M022","KPI-SRC-02","2025-08-01","0.9474","0.9","0.85","meeting"
"KR-M022-KPI-PIT-03-202508","M022","KPI-PIT-03","2025-08-01","6","5","7","approaching"
"KR-M022-KPI-USC-04-202508","M022","KPI-USC-04","2025-08-01","0.947","0.95","0.93","approaching"
"KR-M022-KPI-ERR-05-202508","M022","KPI-ERR-05","2025-08-01","0.812","0.8","0.75","meeting"
"KR-M022-KPI-CSI-06-202508","M022","KPI-CSI-06","2025-08-01","0.758","0.75","0.7","meeting"
"KR-M022-KPI-VDQ-01-202509","M022","KPI-VDQ-01","2025-09-01","0.8571","0.85","0.75","meeting"
"KR-M022-KPI-SRC-02-202509","M022","KPI-SRC-02","2025-09-01","0.9479","0.9","0.85","meeting"
"KR-M022-KPI-PIT-03-202509","M022","KPI-PIT-03","2025-09-01","6","5","7","approaching"
"KR-M022-KPI-USC-04-202509","M022","KPI-USC-04","2025-09-01","0.947","0.95","0.93","approaching"
"KR-M022-KPI-ERR-05-202509","M022","KPI-ERR-05","2025-09-01","0.812","0.8","0.75","meeting"
"KR-M022-KPI-CSI-06-202509","M022","KPI-CSI-06","2025-09-01","0.758","0.75","0.7","meeting"
"KR-M022-KPI-VDQ-01-202510","M022","KPI-VDQ-01","2025-10-01","0.8571","0.85","0.75","meeting"
"KR-M022-KPI-SRC-02-202510","M022","KPI-SRC-02","2025-10-01","0.9485","0.9","0.85","meeting"
"KR-M022-KPI-PIT-03-202510","M022","KPI-PIT-03","2025-10-01","6","5","7","approaching"
"KR-M022-KPI-USC-04-202510","M022","KPI-USC-04","2025-10-01","0.947","0.95","0.93","approaching"
"KR-M022-KPI-ERR-05-202510","M022","KPI-ERR-05","2025-10-01","0.812","0.8","0.75","meeting"
"KR-M022-KPI-CSI-06-202510","M022","KPI-CSI-06","2025-10-01","0.758","0.75","0.7","meeting"
"KR-M022-KPI-VDQ-01-202511","M022","KPI-VDQ-01","2025-11-01","0.8571","0.85","0.75","meeting"
"KR-M022-KPI-SRC-02-202511","M022","KPI-SRC-02","2025-11-01","0.949","0.9","0.85","meeting"
"KR-M022-KPI-PIT-03-202511","M022","KPI-PIT-03","2025-11-01","6","5","7","approaching"
"KR-M022-KPI-USC-04-202511","M022","KPI-USC-04","2025-11-01","0.947","0.95","0.93","approaching"
"KR-M022-KPI-ERR-05-202511","M022","KPI-ERR-05","2025-11-01","0.812","0.8","0.75","meeting"
"KR-M022-KPI-CSI-06-202511","M022","KPI-CSI-06","2025-11-01","0.758","0.75","0.7","meeting"
"KR-M022-KPI-VDQ-01-202512","M022","KPI-VDQ-01","2025-12-01","0.8571","0.85","0.75","meeting"
"KR-M022-KPI-SRC-02-202512","M022","KPI-SRC-02","2025-12-01","0.9495","0.9","0.85","meeting"
"KR-M022-KPI-PIT-03-202512","M022","KPI-PIT-03","2025-12-01","6","5","7","approaching"
"KR-M022-KPI-USC-04-202512","M022","KPI-USC-04","2025-12-01","0.947","0.95","0.93","approaching"
"KR-M022-KPI-ERR-05-202512","M022","KPI-ERR-05","2025-12-01","0.812","0.8","0.75","meeting"
"KR-M022-KPI-CSI-06-202512","M022","KPI-CSI-06","2025-12-01","0.758","0.75","0.7","meeting"
"KR-M022-KPI-VDQ-01-202601","M022","KPI-VDQ-01","2026-01-01","0.8571","0.85","0.75","meeting"
"KR-M022-KPI-SRC-02-202601","M022","KPI-SRC-02","2026-01-01","0.9432","0.9","0.85","meeting"
"KR-M022-KPI-PIT-03-202601","M022","KPI-PIT-03","2026-01-01","6","5","7","approaching"
"KR-M022-KPI-USC-04-202601","M022","KPI-USC-04","2026-01-01","0.947","0.95","0.93","approaching"
"KR-M022-KPI-ERR-05-202601","M022","KPI-ERR-05","2026-01-01","0.812","0.8","0.75","meeting"
"KR-M022-KPI-CSI-06-202601","M022","KPI-CSI-06","2026-01-01","0.758","0.75","0.7","meeting"
"KR-M022-KPI-VDQ-01-202602","M022","KPI-VDQ-01","2026-02-01","0.8571","0.85","0.75","meeting"
"KR-M022-KPI-SRC-02-202602","M022","KPI-SRC-02","2026-02-01","0.9438","0.9","0.85","meeting"
"KR-M022-KPI-PIT-03-202602","M022","KPI-PIT-03","2026-02-01","6","5","7","approaching"
"KR-M022-KPI-USC-04-202602","M022","KPI-USC-04","2026-02-01","0.947","0.95","0.93","approaching"
"KR-M022-KPI-ERR-05-202602","M022","KPI-ERR-05","2026-02-01","0.812","0.8","0.75","meeting"
"KR-M022-KPI-CSI-06-202602","M022","KPI-CSI-06","2026-02-01","0.758","0.75","0.7","meeting"
"KR-M022-KPI-VDQ-01-202603","M022","KPI-VDQ-01","2026-03-01","0.8571","0.85","0.75","meeting"
"KR-M022-KPI-SRC-02-202603","M022","KPI-SRC-02","2026-03-01","0.9444","0.9","0.85","meeting"
"KR-M022-KPI-PIT-03-202603","M022","KPI-PIT-03","2026-03-01","6","5","7","approaching"
"KR-M022-KPI-USC-04-202603","M022","KPI-USC-04","2026-03-01","0.947","0.95","0.93","approaching"
"KR-M022-KPI-ERR-05-202603","M022","KPI-ERR-05","2026-03-01","0.812","0.8","0.75","meeting"
"KR-M022-KPI-CSI-06-202603","M022","KPI-CSI-06","2026-03-01","0.758","0.75","0.7","meeting"
